elapsed_s,temperature_c,target_c,power,controller_state,fault,mcu_samples,mcu_temperature_c,loop_clock,loop_clock_frequency,loop_clock_source
207.4318762840121,60.61,60.0,0.46204850746758175,host,0,,,,,
208.18359825696098,60.61,60.0,0.4767506788381917,host,0,,,,,
208.9353452490177,60.62,60.0,0.4767506788381917,host,0,,,,,
209.68645152100362,60.65,60.0,0.41985900905769746,host,0,,,,,
210.43755607999628,60.67,60.0,0.3123533663882959,host,0,,,,,
211.18833081197226,60.67,60.0,0.5502796199869114,host,0,,,,,
211.93995766196167,60.65,60.0,0.4605612914973947,host,0,,,,,
212.69187322899234,60.63,60.0,0.5752590351613306,host,0,,,,,
213.44369268696755,60.63,60.0,0.5752590351613306,host,0,,,,,
214.19546218100004,60.65,60.0,0.38282319847995305,host,0,,,,,
214.94764785299776,60.66,60.0,0.4612682059008875,host,0,,,,,
215.69849601999158,60.7,60.0,0.2231955807539573,host,0,,,,,
216.45065318996785,60.7,60.0,0.4456026430546055,host,0,,,,,
217.20208435499808,60.69,60.0,0.6559413868191739,host,0,,,,,
217.9530731610139,60.66,60.0,0.7313027249333726,host,0,,,,,
